Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Main Cuisine,Cuisine Count
INOX,Fast Food,,400,Kadugodi,Fast Food,1
Lassi Shop,"Desserts, Beverages",3.9,100,Kadugodi,Desserts,2
Brilram's Balaji Bhavan,"Desserts, North Indian, South Indian",,200,Kadugodi,Desserts,3
Biriyani Zone,"Biryani, Andhra, South Indian, North Indian, Tandoor",,600,Kadugodi,Biryani,5
SGS Non Veg - Gundu Pulav,"South Indian, Seafood",,280,Kadugodi,South Indian,2
Kapoor's Cafe,Punjabi,,500,Kadugodi,Punjabi,1
The Wuhan Story,Chinese,,350,Kadugodi,Chinese,1
The Eden Gardens,"Bengali, North Indian, Chinese",,200,Kadugodi,Bengali,3
THE CLOUD KITCHEN RESTAURANT,Indian,,300,Kadugodi,Indian,1
Bengaluru Nati Mane,"Biryani, South Indian, Indian",,300,Kadugodi,Biryani,3
Raidan- Authentic Arabian Restaurant,"Arabian, Chinese, Beverages, Mughlai",,400,Kammanahalli,Arabian,4
Edesia by Freshmenu,"Desserts, Bakery, Sweets",,150,Kammanahalli,Desserts,3
The Rice Box,"North Indian, Chinese, Beverages",,250,Kammanahalli,North Indian,3
Desi Biryani Cafe,"Chinese, Snacks, Desserts, Beverages, Asian, Tibetan",,250,Kammanahalli,Chinese,6
Cafe Lazy Lad,Indian,,350,Kammanahalli,Indian,1
Indian veg House,Indian,,150,Kammanahalli,Indian,1
Maggi & Me,Snacks,,200,Kammanahalli,Snacks,1
Domino's Pizza,Pizzas,,400,Kammanahalli,Pizzas,1
Indian Bowl Co,"North Indian, Indian",,200,Kammanahalli,North Indian,2
Bengali Tadka (Taste Of Bengal),"Bengali, Thalis, Beverages",3.5,200,Kammanahalli,Bengali,3
The Indian Nawab,Indian,,150,Kammanahalli,Indian,1
Dr.Gelato,Ice Cream,,250,Kammanahalli,Ice Cream,1
Momoz,"Chinese, Thai, Seafood, Asian, Combo, Malaysian",,350,Kammanahalli,Chinese,6
LORD'S KITCHEN,"Indian, Snacks",,200,Kammanahalli,Indian,2
Super Maggie's kitchen,Healthy Food,3.6,200,Kammanahalli,Healthy Food,1
Avocado Kitchen,"Continental, Indian",,250,Kammanahalli,Continental,2
Aroy Thai,"Thai, Asian, Seafood",,600,Kammanahalli,Thai,3
Ginger Greens,North Indian,,200,Kammanahalli,North Indian,1
CHAHAPANI AMRUTTULYA,"Indian, Beverages, Fast Food",,100,Kammanahalli,Indian,3
The Indian cafe,"Beverages, Fast Food, Ice Cream",,199,Kammanahalli,Beverages,3
Lo! - Low Carb and Keto Foods,"Healthy Food, Keto, North Indian, Continental",,150,Kammanahalli,Healthy Food,4
SIMON BURGERS,"Snacks, Continental",,500,Kammanahalli,Snacks,2
Kapoor's Cafe,North Indian,,350,Kammanahalli,North Indian,1
Burger King,"American, Fast Food",,350,Kammanahalli,American,2
New Star Birayani,"Biryani, Combo",,250,Kammanahalli,Biryani,2
La Fresca Pasta,"Italian, Pastas",,600,Kammanahalli,Italian,2
Samosa Singh,"Snacks, North Indian, Desserts, Beverages",,150,Kammanahalli,Snacks,4
GUMMBAA FOOD RESTAURANT,"South Indian, North Indian, Biryani",,250,Kammanahalli,South Indian,3
SRIVATSA CAFE,"North Indian, South Indian",,200,Kammanahalli,North Indian,2
Mother Hut,"Fast Food, Snacks",,400,Kammanahalli,Fast Food,2
DAVIS LET,Indian,,300,Kammanahalli,Indian,1
Cafe Exhale,"Chinese, Pastas, Snacks, Beverages",,500,Kammanahalli,Chinese,4
Kebab Paradise,"Kebabs, North Indian, Chinese, Snacks",,250,Kammanahalli,Kebabs,4
Meishi Express,"Japanese, Thai, Chinese, Korean, Vietnamese, Indonesian, South Indian",,600,Kammanahalli,Japanese,7
Baskin Robbins,Desserts,,250,Kammanahalli,Desserts,1
SHAWARMA D-KING,"Arabian, Snacks",,200,Kammanahalli,Arabian,2
ANDHRA SPICE HUB,"Andhra, Biryani, Indian",,350,Kammanahalli,Andhra,3
GOWHEY- HEALTHY DESSERT COMPANY,"Ice Cream, Healthy Food, Desserts",3.9,200,Kammanahalli,Ice Cream,3
A2B Veg,"South Indian, North Indian, Sweets, Chinese",,300,Kammanahalli,South Indian,4
SNACKS & SUNDAES,"Fast Food, Snacks, Ice Cream",,200,Kammanahalli,Fast Food,3
Cafe Nukkad,Continental,,250,Kammanahalli,Continental,1
Sree Ganesha Fruit Juice Centre,Beverages,,150,Kammanahalli,Beverages,1
The Mysterious Food,"Biryani, North Indian, Desserts",,300,Kammanahalli,Biryani,3
Cake House,Bakery,,250,Kammanahalli,Bakery,1
Own,Chinese,,450,Kammanahalli,Chinese,1
Mr Cakes,Bakery,,300,Kammanahalli,Bakery,1
RUBY KABAB CENTER,"Biryani, Kebabs",,160,Kammanahalli,Biryani,2
The Celebration Cakes And Desserts,Bakery,,150,Kammanahalli,Bakery,1
Rusty's,"Pizzas, Continental, Italian, American",,450,Kammanahalli,Pizzas,4
Veechu South Indian,South Indian,,400,Kammanahalli,South Indian,1
981 THE FOOD HUB,"Indian, Chinese, South Indian, Tandoor, Juices, Beverages",3.8,400,Kammanahalli,Indian,6
YUMMY FOOD RESTO,"South Indian, North Indian, Biryani",,250,Kammanahalli,South Indian,3
Thayi Mane Utta,"South Indian, Biryani, Desserts, Beverages",,300,Kammanahalli,South Indian,4
Pandit Bhojanalaya,"North Indian, Indian, Chinese, Punjabi, Home Food",3.0,200,Kammanahalli,North Indian,5
MTR,South Indian,,300,Kammanahalli,South Indian,1
HUNGRY CHANG,"Chinese, Pan-Asian, Fast Food, Combo",3.7,280,Kammanahalli,Chinese,4
Double Shack Burger From NYC,Indian,,250,Kammanahalli,Indian,1
AB s-Absolute Barbecues,"Biryani, North Indian, Kebabs, Pan-Asian",3.0,400,Kammanahalli,Biryani,4
MINERVA CLASSIC BAR AND RESTAURANTS,"North Indian, Biryani, Chinese",,500,Kammanahalli,North Indian,3
Talsa,"North Indian, Biryani, Beverages, Chinese",,300,Kammanahalli,North Indian,4
Desi Masala,Indian,3.0,798,Kammanahalli,Indian,1
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.9,250,Kammanahalli,Chinese,9
The Burger Hub,"Combo, Beverages, Snacks",,199,Kammanahalli,Combo,3
NARCOS CAFE,"Pizzas, Fast Food, Beverages",,400,Kammanahalli,Pizzas,3
The Punjabi kitchen,"Indian, North Indian, Bengali",3.2,10,Kammanahalli,Indian,3
Chefs Magic Kitchen,North Indian,,200,Kammanahalli,North Indian,1
Coffee Thindi hotel,"Chinese, Chaat, South Indian",,200,Kammanahalli,Chinese,3
REJUICINATION,Beverages,,100,Kammanahalli,Beverages,1
ATH - All Things Healthy!,"Healthy Food, Indian, Bakery, Snacks, North Indian, Keto",,200,Kammanahalli,Healthy Food,6
homely,"Home Food, North Indian, South Indian, Beverages, Desserts, Thalis",,200,Kammanahalli,Home Food,6
RNR Biryani - Taste of 1953,"Biryani, South Indian, Kebabs",,350,Kammanahalli,Biryani,3
Griddler,Snacks,,250,Kammanahalli,Snacks,1
Naatil Evideya,"Indian, Kerala, Seafood, Coastal, Biryani, Use Code MAD71 to avail",3.6,250,Kammanahalli,Indian,6
The Bowl Company,"Continental, North Indian, Pan-Asian, Desserts, American, Asian, Beverages, Biry...",,300,Kammanahalli,Continental,8
Coorg house,"Indian, Desserts",,450,Kammanahalli,Indian,2
Chung Wah,Chinese,,500,Kammanahalli,Chinese,1
Flavoured By Wokchow,"Continental, Italian-American",,300,Kammanahalli,Continental,2
Cake and bake emporium,"Bakery, Beverages, American, Snacks",,80,Kammanahalli,Bakery,4
Chowman,"Chinese, Asian, Oriental, Pan-Asian, Thai, Seafood",,700,Kammanahalli,Chinese,6
New AL-BADIA,"Arabian, Lebanese, Salads, Desserts",,600,Kammanahalli,Arabian,4
Wicked Brownies,"Bakery, Beverages, Desserts, Ice Cream, Sweets",,300,Kammanahalli,Bakery,5
The North East Kitchen,North Eastern,,500,Kammanahalli,North Eastern,1
Puliyogare Palace,"South Indian, Desserts",,250,Kammanahalli,South Indian,2
Matru Sagar,South Indian,,150,Kammanahalli,South Indian,1
Aqni,"North Indian, Mughlai",,400,Kammanahalli,North Indian,2
Anu Momos Chinese Kitchen,Chinese,,400,Kammanahalli,Chinese,1
Daily Sushi,"Japanese, Asian, Korean",,700,Kammanahalli,Japanese,3
SRI LAKSHMI NARASHIMA HOT CHIPS,"Snacks, Bakery",,150,Kammanahalli,Snacks,2
UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.7,300,Kammanahalli,North Indian,6
CREAMS & BITES,Ice Cream,,200,Kammanahalli,Ice Cream,1
The Bangalore Dhaba,"Indian, Punjabi, Chinese",,700,Kammanahalli,Indian,3
THE WEDDING BIRIYANI,Biryani,,200,Kammanahalli,Biryani,1
Sikori,"North Indian, Chaat, Chinese, Sweets, Gujarati, Desserts, Beverages, Combo",,250,Kammanahalli,North Indian,8
Thalassery Restaurant,"South Indian, Arabian, Chinese, Kerala, North Indian",,300,Kammanahalli,South Indian,5
Bait Al Mandi,"Arabian, Indian, Snacks",3.6,400,Kammanahalli,Arabian,3
The urban food corner  (Bengali restaurant),"North Indian, South Indian, Seafood",,250,Kammanahalli,North Indian,3
 Zabi,Biryani,,400,Kammanahalli,Biryani,1
Enchante By Chai Point,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi",,150,Kammanahalli,Bakery,7
Tianzhu,Chinese,,350,Kammanahalli,Chinese,1
Curry Chufang,"Chinese, Indian",,300,Kammanahalli,Chinese,2
LOBSTER,"South Indian, North Indian, Tandoor, Seafood, Biryani, Beverages, Kerala",,300,Kammanahalli,South Indian,7
Bowl 99,Indian,,250,Kammanahalli,Indian,1
Great Pizzas,"Italian, Beverages",3.5,300,Kammanahalli,Italian,2
MADLY COASTAL,"Indian, Combo",,300,Kammanahalli,Indian,2
Kitchens of china,"Chinese, Thai, Asian, Oriental, Desserts, Beverages",,450,Kammanahalli,Chinese,6
B Track,"Indian, Naga, Continental, Pan-Asian",,600,Kammanahalli,Indian,4
Food Court,"Beverages, Biryani, Chinese, North Indian",,200,Kammanahalli,Beverages,4
Kaifu,"Chinese, Snacks, Beverages",,400,Kammanahalli,Chinese,3
RJ BIRYANI PLAZA,"Biryani, Kebabs",,250,Kammanahalli,Biryani,2
Apsara Ice Creams,"Ice Cream, Desserts",,150,Kammanahalli,Ice Cream,2
MMA Kabab & Rolls,"Biryani, Chinese, Mughlai, Arabian",3.8,200,Kammanahalli,Biryani,4
Nasi and Mee,"Pan-Asian, Singaporean, Malaysian, Japanese",,800,Kammanahalli,Pan-Asian,4
NIC Natural Ice Creams,"Ice Cream, Desserts",,120,Kammanahalli,Ice Cream,2
Hi Seoul,Korean,,800,Kammanahalli,Korean,1
Chaitra Restaurant,"Biryani, Seafood, Tandoor",,500,Kammanahalli,Biryani,3
AL BAIN RESTAURANT,"Middle Eastern, Biryani, Chinese",3.8,300,Kammanahalli,Middle Eastern,3
Laegamers Lounge,"Fast Food, Beverages",,200,Kammanahalli,Fast Food,2
Sukh Sagar,"Chinese, North Indian, South Indian",,300,Kammanahalli,Chinese,3
SLV Food Joint,"South Indian, Chinese, Street Food",,150,Kammanahalli,South Indian,3
OM GANESHA FRUITS JUICE CENTRE,Beverages,,199,Kammanahalli,Beverages,1
UDUPI UTSAV,"North Indian, Chinese",,200,Kammanahalli,North Indian,2
VEG CAKE MAKERS,"Bakery, Desserts, Combo, Beverages",,170,Kammanahalli,Bakery,4
99 Variety Dosa and Pav Bhaji,"South Indian, Fast Food, North Indian, Chinese",,200,Kammanahalli,South Indian,4
Coorg Lunch Home,Coastal,,250,Kammanahalli,Coastal,1
HEALTHY BINGE,"Chinese, North Indian",,200,Kammanahalli,Chinese,2
Benbinrys,"American, Fast Food",,400,Kammanahalli,American,2
Wokanaka - the Casual Chinese Pitstop,"Chinese, Asian, Thai, Seafood, Pan-Asian",,400,Kammanahalli,Chinese,5
Giselle Resto Cafe,"Continental, Italian",3.2,700,Kammanahalli,Continental,2
Aaru's Bake House,Bakery,,180,Kammanahalli,Bakery,1
R K Kolkata Famous Kati Roll,Fast Food,,100,Kammanahalli,Fast Food,1
Zwarma - Kammanahalli,"Lebanese, Grill, Snacks, Beverages",,180,Kammanahalli,Lebanese,4
Say Cheese! Pizza,"Pizzas, Italian, Desserts",3.1,300,Kammanahalli,Pizzas,3
Burger It Up,"American, Fast Food, Continental, Beverages, Desserts",,150,Kammanahalli,American,5
Rahhams families international,"North Indian, Chinese, Snacks, Biryani",,700,Kammanahalli,North Indian,4
Crazy Bao,"Chinese, Asian, Pan-Asian, Beverages",,250,Kammanahalli,Chinese,4
The Biryani Zone - By Kouzina,Biryani,,200,Kammanahalli,Biryani,1
Meghduth Biryanis,"Biryani, Andhra, Hyderabadi, South Indian",3.9,400,Kammanahalli,Biryani,4
Sri Bharani Mixtures,"Snacks, Sweets, Desserts, Indian",,200,Kammanahalli,Snacks,4
the chocolate room Kalyan Nagar,"Snacks, Beverages",,700,Kammanahalli,Snacks,2
Pizza Heaven,"Pizzas, Italian, Desserts",3.5,200,Kammanahalli,Pizzas,3
Bakery by Nature's Basket,Bakery,,200,Kammanahalli,Bakery,1
Sri Brindavana Vaibhav,South Indian,,100,Kammanahalli,South Indian,1
KARNATAKA BIRIYANI CORNER,"Biryani, Kebabs",,350,Kammanahalli,Biryani,2
BANGARPET CHATS & JUICE,"Chaat, Beverages",,100,Kammanahalli,Chaat,2
Chai Sutta Cafe,"Beverages, Juices",3.6,300,Kammanahalli,Beverages,2
LITTLE BITE RESTAURANTS,"Mughlai, Chinese, North Indian",,450,Kammanahalli,Mughlai,3
Draggers Cafe,"Italian, Fast Food",,250,Kammanahalli,Italian,2
BANGARPET CHATS,"Chaat, Snacks",3.5,100,Kammanahalli,Chaat,2
DESI CHINESE,Chinese,,200,Kammanahalli,Chinese,1
Chulha Chauki Da Dhaba,North Indian,,600,Kammanahalli,North Indian,1
Brindavana upachar,"South Indian, North Indian, Chinese, Indian",,200,Kammanahalli,South Indian,4
Kanti Bakes And Flakes,Sweets,,200,Kammanahalli,Sweets,1
Meghana Foods,"Biryani, Andhra, South Indian, North Indian, Chinese, Seafood",,500,Kammanahalli,Biryani,6
ROLL BOL INDIAN ROLLS,"Snacks, Biryani",,200,Kammanahalli,Snacks,2
Sri Ram Bhojanalay,"North Indian, Punjabi, South Indian, Chinese, Desserts, Chaat",3.7,10,Kammanahalli,North Indian,6
Kanti Sweets,Sweets,,150,Kammanahalli,Sweets,1
Wandercrust,"Pizzas, Italian",,350,Kammanahalli,Pizzas,2
King of Taste,"Arabian, Fast Food",,150,Kammanahalli,Arabian,2
Polar Bear,"Ice Cream, Desserts",,300,Kammanahalli,Ice Cream,2
Pure Veg Meals by Lunchbox,"North Indian, Desserts, Biryani",3.1,200,Kammanahalli,North Indian,3
Panda Boy,Chinese,,400,Kammanahalli,Chinese,1
Cafe Delico,Beverages,,150,Kammanahalli,Beverages,1
Ismail Bhai,"Biryani, South Indian, Beverages, Snacks",,400,Kammanahalli,Biryani,4
Pathaan Sir,Fast Food,3.6,150,Kammanahalli,Fast Food,1
Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.8,600,Kammanahalli,North Indian,6
Bamboo Restaurant,"Biryani, South Indian, North Indian, Continental, Seafood",,300,Kammanahalli,Biryani,5
TAWA MAFIA,"North Indian, Indian, Street Food",,300,Kammanahalli,North Indian,3
TrueCakes,"Desserts, Bakery",,300,Kammanahalli,Desserts,2
Kekou,Chinese,,800,Kammanahalli,Chinese,1
BIB - English Breakfast in the Box,American,,350,Kammanahalli,American,1
Big Bowl Company,"North Indian, Chinese, Biryani, Fast Food",3.8,250,Kammanahalli,North Indian,4
Cafe by Nature's Basket,"Fast Food, Desserts",,200,Kammanahalli,Fast Food,2
AMERICAN PIZZA,"American, Italian",,300,Kammanahalli,American,2
The Elephant Bowl Resto Cafe,"Continental, Italian",,250,Kammanahalli,Continental,2
Peppy Parathas & Rolls By Chai Point,"Bakery, Combo, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punj...",,150,Kammanahalli,Bakery,8
The Shake Company,"Healthy Food, American, Desserts, Beverages",,300,Kammanahalli,Healthy Food,4
Grill House by Fipola,"Grill, Seafood, Arabian",,350,Kammanahalli,Grill,3
Zamindars Biryani Durbar,"Mughlai, Chinese",,500,Kammanahalli,Mughlai,2
AL-KHAIR RESTAURANT,"North Indian, Chinese, Fast Food",,200,Kammanahalli,North Indian,3
Ibaco,Desserts,,800,Kammanahalli,Desserts,1
fruit and dessert,"Healthy Food, Desserts",,200,Kammanahalli,Healthy Food,2
low carb keto pizza,"Pizzas, Italian",,300,Kammanahalli,Pizzas,2
Chai Monks,"Beverages, Snacks, Fast Food",,150,Kammanahalli,Beverages,3
Shri Nellore Mess,Biryani,3.8,450,Kammanahalli,Biryani,1
The Burrito Company,"Mexican, Salads, Healthy Food",,200,Kammanahalli,Mexican,3
Breezy Cow Bar,Desserts,,270,Kammanahalli,Desserts,1
Amma's Pastries,"Bakery, Desserts",,350,Kammanahalli,Bakery,2
SS Al Amal Shahi Roll,"Biryani, Chinese",,120,Kammanahalli,Biryani,2
Hawaiian Foodies,Indian,,200,Kammanahalli,Indian,1
ITC Fabelle Chocolates,"Bakery, Desserts, Sweets",,600,Kammanahalli,Bakery,3
Biryani Blues,Biryani,,400,Kammanahalli,Biryani,1
Dindigul Thalappakatti,"Biryani, Barbecue, South Indian, Chinese, North Indian",3.7,600,Kammanahalli,Biryani,5
Shree Krishna Chaats and Fast Food,"Chaat, Snacks, Fast Food",3.5,200,Kammanahalli,Chaat,3
HAKKA BOX,"Chinese, Pan-Asian",,250,Kammanahalli,Chinese,2
Mama's Rasoi,"Indian, Biryani",,250,Kammanahalli,Indian,2
Have More,"Punjabi, North Indian, Mughlai",,600,Kammanahalli,Punjabi,3
The Empire Juice Shop,"Juices, Ice Cream",,200,Kammanahalli,Juices,2
SAMPRADAYA,Sweets,,500,Kammanahalli,Sweets,1
Chandni Chowk,"North Indian, Fast Food, Street Food, Chaat, Sweets, Snacks, Combo",3.4,150,Kammanahalli,North Indian,7
Khadak Singh Ka Dhaba,"North Indian, Tandoor, Indian, Biryani, Grill, Juices, Desserts, Beverages",3.3,450,Kammanahalli,North Indian,8
Asia Kitchen By Mainland China,"Asian, Chinese, Oriental",,850,Kammanahalli,Asian,3
AHAMAD'S CHICKEN HUT,Indian,,300,Kammanahalli,Indian,1
Hotel Kandhasamy,"Chettinad, South Indian, Biryani, Seafood",,500,Kammanahalli,Chettinad,4
Punith Food court,"South Indian, Chinese",3.4,200,Kammanahalli,South Indian,2
Food Star Restaurant,Indian,,200,Kammanahalli,Indian,1
Hao Chi,"Chinese, Thai, Pan-Asian, Asian, Desserts",3.9,400,Kammanahalli,Chinese,5
Cooke & Co,"Indian, Desserts",3.5,350,Kammanahalli,Indian,2
Rolls King,Indian,,250,Kammanahalli,Indian,1
Bowl of China,"Chinese, Asian, Thai",,300,Kammanahalli,Chinese,3
Bismillah Kabab Center,"Kebabs, Snacks, Indian",,200,Kammanahalli,Kebabs,3
Just Bake,Bakery,,300,Kammanahalli,Bakery,1
Ministry of Parathas,North Indian,,200,Kammanahalli,North Indian,1
Goila Butter Chicken,"North Indian, Mughlai, Biryani, Indian",,600,Kammanahalli,North Indian,4
THATTE IDLI POINT,South Indian,,100,Kammanahalli,South Indian,1
New Halli Mane,"Chinese, Indian, South Indian, Biryani",,200,Kammanahalli,Chinese,4
Popular Pizza,Pizzas,,200,Kammanahalli,Pizzas,1
McDonald's,"Burgers, Beverages, Cafe, Desserts",,400,Kammanahalli,Burgers,4
Biriyani @99,"Indian, Biryani",,200,Kammanahalli,Indian,2
The Mughal's Lounge,"Hyderabadi, Chinese, South Indian, Beverages",,300,Kammanahalli,Hyderabadi,4
Peppa Zzing,Street Food,3.8,500,Kammanahalli,Street Food,1
Kitchens of Punjab,North Indian,,500,Kammanahalli,North Indian,1
A1 TAWAKKAL HOTEL,"Indian, Biryani, Chinese",,150,Kammanahalli,Indian,3
The Lassi Corner,"Beverages, Ice Cream, Desserts",3.3,150,Kammanahalli,Beverages,3
Al Amanah Cafe,"Middle Eastern, Snacks, Beverages",,250,Kammanahalli,Middle Eastern,3
Aroma Of Bangalore,"Indian, Chinese",3.3,400,Kammanahalli,Indian,2
BANGKOK BOWL ,"Chinese, Asian, Thai",,500,Kammanahalli,Chinese,3
Bhagini,"Andhra, Chinese, Coastal, North Indian, South Indian, Mughlai, Seafood, Biryani,...",,650,Kammanahalli,Andhra,9
BUCKET BIRYANI,"Biryani, North Indian, Chinese",3.9,700,Kammanahalli,Biryani,3
O2 Juice Bar,"Juices, Healthy Food, Salads, Desserts, Beverages",,150,Kammanahalli,Juices,5
RAGHANNA  MILITARY  HOTEL,"Indian, Biryani, Chinese",,350,Kammanahalli,Indian,3
The Deagh,"Chinese, North Indian, Fast Food, Andhra, Mughlai, Seafood, Hyderabadi",,500,Kammanahalli,Chinese,7
Rolls & Bowls Company,"North Indian, Chinese, Desserts",3.7,250,Kammanahalli,North Indian,3
The Momo Co.,Tibetan,3.8,250,Kammanahalli,Tibetan,1
Punjabi Nawabi,"North Indian, Biryani, Chinese",3.3,400,Kammanahalli,North Indian,3
GOPIZZA,"Pizzas, Snacks, Beverages",3.7,300,Kammanahalli,Pizzas,3
American Bites,"Pizzas, American",,400,Kammanahalli,Pizzas,2
Sweet Truth - Cake and Desserts,"Bakery, Desserts, Beverages",,450,Kammanahalli,Bakery,3
Hotel Empire,"North Indian, Kebabs, Biryani",,450,Kammanahalli,North Indian,3
Gowdru Hotel,South Indian,,149,Kammanahalli,South Indian,1
Coorg pork station,"Biryani, Chinese",3.8,400,Kammanahalli,Biryani,2
O2 Shakes & Smoothies,"Beverages, Juices",,150,Kammanahalli,Beverages,2
Donne Biryani @99,"South Indian, Biryani",,200,Kammanahalli,South Indian,2
Al-Baik Tandoori restaurant,"North Indian, Tandoor, Chinese, Arabian, Biryani",,300,Kammanahalli,North Indian,5
An Egg Story,"American, Continental, Italian",,350,Kammanahalli,American,3
Mainland China,"Chinese, Asian, Oriental, Thai, Pan-Asian, Seafood, Desserts",,850,Kammanahalli,Chinese,7
Vapor kitchen,"Chinese, Continental",,450,Kammanahalli,Chinese,2
GFC Nammuru Biryani,"Biryani, South Indian, Indian, Snacks",,300,Kammanahalli,Biryani,4
Bombay Kulfi,"Desserts, Ice Cream",,100,Kammanahalli,Desserts,2
The Only Biryani Co,"Biryani, Mughlai, Kebabs",,300,Kammanahalli,Biryani,3
Roti Ghar Ki,"North Indian, Chinese, Punjabi, Home Food, Indian",3.8,150,Kammanahalli,North Indian,5
AL-SHAMS SHAWARMA+ROLLS,"Arabian, Snacks",,250,Kammanahalli,Arabian,2
Om meals and Paratha junction,"North Indian, South Indian, Home Food, Desserts, Beverages, Chinese, Biryani, Ke...",3.7,15,Kammanahalli,North Indian,8
Regency park,"Mughlai, North Indian, Chinese, Biryani, Coastal",,600,Kammanahalli,Mughlai,5
CHEELIZZA PIZZA NEW YORK,Italian,,300,Kammanahalli,Italian,1
MohkaA BurgerZ,"American, Snacks, Juices",,400,Kammanahalli,American,3
Chandini Chowk,"Indian, Tandoor, Biryani",,300,Kammanahalli,Indian,3
Mani's Dum Biryani,Biryani,,499,Kammanahalli,Biryani,1
HomeLike,"Home Food, North Indian, Biryani, Thalis, Beverages, Chinese, Healthy Food, Indi...",3.8,300,Kammanahalli,Home Food,8
Imperio Combo King,"North Indian, Combo",,250,Kammanahalli,North Indian,2
Carols pastries and bakers,Bakery,,500,Kammanahalli,Bakery,1
Istah Shawarma,"Arabian, Lebanese, Snacks, Beverages",,250,Kammanahalli,Arabian,4
Hotel New karavali,"Chinese, North Indian",3.8,450,Kammanahalli,Chinese,2
Mad Over Donuts,"Desserts, Sweets, Bakery",,200,Kammanahalli,Desserts,3
Karachi Bakery,"Bakery, Desserts",,400,Kammanahalli,Bakery,2
WarmOven Cakes & Desserts,"Bakery, Desserts, Beverages",,200,Kammanahalli,Bakery,3
Fiero! Pizzeria,"Pizzas, Italian, Pastas, Desserts, Beverages",,350,Kammanahalli,Pizzas,5
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.5,200,Kammanahalli,Bakery,3
Aritaaku,"Andhra, Chinese, Biryani, North Indian",,300,Kammanahalli,Andhra,4
Indiana Burgers,"American, Beverages",,150,Kammanahalli,American,2
Goldline Breadz,"Bakery, Desserts",,200,Kammanahalli,Bakery,2
BIRYANI BAZAR,"Biryani, Tandoor, Coastal, Seafood",,199,Kammanahalli,Biryani,4
Desi Khana,North Indian,3.2,200,Kammanahalli,North Indian,1
Desi Paratha Gali,"North Indian, Snacks",,200,Kammanahalli,North Indian,2
